"Private","Apps","Accept","Enroll","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate"
1,0.0328869264574178,0.044177012719933,0.10791253736039,0.231578947368421,0.472527472527473,0.0871635347892331,0.0245477444469888,0.263429752066116,0.239596469104666,0.157754010695187,0.297709923664122,0.652631578947368,0.710526315789474,0.418230563002681,0.1875,0.0726714046034649,0.462962962962963
1,0.0438422927123904,0.0705308858252723,0.075035394053799,0.157894736842105,0.21978021978022,0.0807516505840528,0.0561483856194184,0.513429752066116,0.736128625472888,0.29144385026738,0.190839694656489,0.221052631578947,0.0789473684210526,0.260053619302949,0.25,0.138386713669011,0.425925925925926
1,0.0280549017974299,0.0390357224464925,0.0473493786377222,0.221052631578947,0.450549450549451,0.0284725749111224,0.0044882070070987,0.460227272727273,0.310529634300126,0.135472370766488,0.13969465648855,0.473684210526316,0.552631578947368,0.278820375335121,0.46875,0.104605349972666,0.407407407407407
1,0.0069981046799825,0.0105491659684668,0.0160453043888627,0.621052631578947,0.879120879120879,0.011776282376841,0.00283947790245019,0.548553719008264,0.578499369482976,0.157754010695187,0.0954198473282443,0.884210526315789,0.960526315789474,0.13941018766756,0.578125,0.298414613455992,0.453703703703704
1,0.00233270155999417,0.00281818874247848,0.00314613811546327,0.157894736842105,0.384615384615385,0.00349162011173184,0.0397526906343027,0.269628099173554,0.368852459016393,0.313725490196078,0.190839694656489,0.715789473684211,0.631578947368421,0.25201072386059,0.03125,0.145832940599845,0.0462962962962963
1,0.0105388124049737,0.0155000380836317,0.0193487494100991,0.389473684210526,0.582417582417582,0.017108938547486,0.00183192122738722,0.576446280991736,0.245113493064313,0.180035650623886,0.0648854961832061,0.621052631578947,0.644736842105263,0.184986595174263,0.171875,0.123305747733142,0.416666666666667
1,0.00566513235998584,0.0102064132835707,0.0106968695925751,0.168421052631579,0.395604395604396,0.0087925342813611,0.0104877490267918,0.565599173553719,0.621059268600252,0.180035650623886,0.190839694656489,0.863157894736842,0.907894736842105,0.241286863270778,0.40625,0.106980602107565,0.490740740740741
1,0.0378647449649053,0.0627618249676289,0.0714173352210162,0.378947368421053,0.648351648351648,0.0461846114779076,0.0014197389512251,0.595454545454545,0.480138713745271,0.157754010695187,0.0916030534351145,0.852631578947368,1,0.300268096514745,0.578125,0.156483872792052,0.583333333333333
1,0.0199321017224502,0.0292101454794729,0.0302029259084474,0.305263157894737,0.593406593406593,0.0264728288471305,0.0139683993588276,0.684659090909091,0.412988650693569,0.0909090909090909,0.0381679389312977,0.747368421052632,0.789473684210526,0.235924932975871,0.359375,0.159443512356966,0.648148148148148
1,0.0104346739424739,0.0162236270850788,0.0215510460909234,0.210526315789474,0.384615384615385,0.0209497206703911,0.0035264483627204,0.419834710743802,0.252206809583859,0.251336898395722,0.236641221374046,0.336842105263158,0.223684210526316,0.241286863270778,0.234375,0.109431259072144,0.388888888888889
1,0.034386520317414,0.0515271536293701,0.0687431178228724,0.378947368421053,0.725274725274725,0.0536757237176232,0.00499198534463018,0.733884297520661,0.57156368221942,0.180035650623886,0.0534351145038168,0.778947368421053,0.842105263157895,0.235924932975871,0.484375,0.146021452674044,0.583333333333333
1,0.0535479974173661,0.0696168786655496,0.0706308006921504,0.452631578947368,0.747252747252747,0.0497714575926866,0.00196931531944126,0.761363636363636,0.419293820933165,0.135472370766488,0.0534351145038168,0.684210526315789,0.881578947368421,0.198391420911528,0.640625,0.160706543254095,0.611111111111111
1,0.0228688063649428,0.0269632112118212,0.0401132609721567,0.389473684210526,0.604395604395604,0.0314563230066023,0.0291733455461415,0.379648760330579,0.473675914249685,0.224598930481283,0.114503816793893,0.547368421052632,0.789473684210526,0.289544235924933,0.328125,0.0896186400738967,0.592592592592593
1,0.0247016433049382,0.0383883007083555,0.0550574170206072,0.452631578947368,0.703296703296703,0.0370429151853733,0.00123654682848638,0.528512396694215,0.436948297604035,0.135472370766488,0.0229007633587786,0.747368421052632,0.828947368421053,0.343163538873995,0.5,0.115350538201972,0.537037037037037
1,0.0086018370024785,0.00917815522888263,0.0191914425043259,0.231578947368421,0.406593406593407,0.0373920771965465,0.0565147698648958,0.310537190082645,0.293190416141236,0.246880570409982,0.335725190839695,0.294736842105263,0.592105263157895,0.230563002680965,0.40625,0.0931438158614059,0.416666666666667
1,0.0278882802574303,0.038883387919872,0.0291017775680352,0.0842105263157895,0.142857142857143,0.027901218892839,0.0130982367758186,0.328512396694215,0.472887767969735,0.157754010695187,0.175572519083969,0.736842105263158,0.789473684210526,0.327077747989276,0.296875,0.0785906837332931,0.546296296296296
1,0.0879136900422802,0.0350369411227055,0.0602485449111216,0.863157894736842,0.956043956043956,0.0461528694768918,0.000183192122738722,0.899793388429752,0.554854981084489,0.251336898395722,0.205801526717557,0.894736842105263,0.973684210526316,0.158176943699732,0.984375,0.343808320922955,0.833333333333333
1,0.0236394309874409,0.0318379160636758,0.0610350794399874,0.189473684210526,0.340659340659341,0.05332656170645,0.0128234485917106,0.400826446280992,0.274274905422446,0.202317290552585,0.129770992366412,0.421052631578947,0.486842105263158,0.257372654155496,0.21875,0.0906366052745678,0.453703703703704
1,0.0218482494324454,0.0240688552060324,0.0451470819568979,0.136842105263158,0.153846153846154,0.0459306754697816,0.0148843599725212,0.395454545454545,0.206494325346784,0.358288770053476,0.163358778625954,0.568421052631579,0.552631578947368,0.241286863270778,0.28125,0.145569023695968,0.333333333333333
0,0.0720429883573199,0.0734633254627161,0.154318074563473,0.242105263157895,0.494505494505495,0.128586846114779,0.0692008243645523,0.144111570247934,0.28562421185372,0.180035650623886,0.267175572519084,0.547368421052632,0.5,0.552278820375335,0.078125,0.0155333949139442,0.222222222222222
1,0.0131631016599671,0.0224312590448625,0.0341355985527765,0.252631578947368,0.384615384615385,0.0181881665820213,0.00100755667506297,0.678512396694215,0.245271122320303,0.135472370766488,0.129770992366412,0.642105263157895,0.763157894736842,0.235924932975871,0.546875,0.749146982864252,0.351851851851852
0,0.150625872159623,0.174880036560286,0.294950448324681,0.2,0.593406593406593,0.311103351955307,0.0473551637279597,0.230681818181818,0.119798234552333,0,0.267175572519084,0.789473684210526,0.947368421052632,0.423592493297587,0.21875,0.0502950213961204,0.555555555555556
1,0.011205298564972,0.0169091324548709,0.0289444706622621,0.2,0.461538461538462,0.0352971051295074,0.0350812915044653,0.458057851239669,0.369482976040353,0.11319073083779,0.208396946564885,0.494736842105263,0.539473684210526,0.273458445040214,0.390625,0.0640564028126002,0.509259259259259
0,0.265094870139337,0.389824053621753,0.586125530910807,0.242105263157895,0.43956043956044,0.712734890807517,0.347332264712617,0.263119834710744,0.483921815889029,0.269162210338681,0.282442748091603,0.842105263157895,0.907894736842105,0.439678284182306,0.078125,0.0266933097064867,0.351851851851852
1,0.0130589631974674,0.00997791149364003,0.0206072046562844,0.473684210526316,0.714285714285714,0.0124111223971559,0.00828944355392718,0.325619834710744,0.337641866330391,0.180035650623886,0.083969465648855,0.747368421052632,0.842105263157895,0.270777479892761,0.375,0.214771806134183,0.407407407407407
0,0.0344281757024139,0.0631045776525249,0.144093125688218,0.115789473684211,0.472527472527473,0.109922549517522,0.0429585527822304,0.0578512396694215,0.137137452711223,0.157754010695187,0.114503816793893,0.515789473684211,0.473684210526316,0.458445040214477,0.078125,0.0292759251230041,0.351851851851852
1,0.042780080394893,0.0620001523345266,0.0717319490325625,0.231578947368421,0.549450549450549,0.0498031995937024,0.0315090451110602,0.49896694214876,0.652585119798235,0.180035650623886,0.0381679389312977,0.894736842105263,0.907894736842105,0.302949061662198,0.46875,0.0737836258412351,0.722222222222222
0,0.155520379897111,0.255883921090715,0.477426459021551,0.252631578947368,0.527472527472527,0.511776282376841,0.0785436226242272,0.204545454545455,0.33937578814628,0.224598930481283,0.253129770992366,0.810526315789474,0.881578947368421,0.380697050938338,0.28125,0.0651497728429506,0.546296296296296
1,0.0121008893424697,0.0167948815599056,0.0349221330816423,0.115789473684211,0.230769230769231,0.0614207719654647,0.0332035722463934,0.493904958677686,0.408575031525851,0.197860962566845,0.106870229007634,0.6,0.539473684210526,0.276139410187668,0.484375,0.0876581145022339,0.444444444444444
1,0.0374481911149064,0.0604006398050118,0.0726757904672015,0.368421052631579,0.659340659340659,0.0574847638395124,0.00169452713533318,0.568853305785124,0.377206809583859,0.197860962566845,0.087175572519084,0.736842105263158,0.776315789473684,0.273458445040214,0.625,0.113748185571286,0.564814814814815
1,0.0141628308999646,0.0248686114707899,0.0426301714645273,0.210526315789474,0.538461538461538,0.0380269172168613,0.0136936111747195,0.446797520661157,0.230769230769231,0.224598930481283,0.117709923664122,0.610526315789474,0.605263157894737,0.211796246648794,0.46875,0.0694666993420929,0.546296296296296
1,0.0180576093974549,0.0276487165816132,0.0408997955010225,0.431578947368421,0.714285714285714,0.0311389029964449,0.000641172429585528,0.461776859504132,0.403846153846154,0.135472370766488,0.137404580152672,0.768421052631579,0.934210526315789,0.281501340482574,0.515625,0.154108620657153,0.564814814814815
1,0.0113719201049716,0.0184324777210755,0.0215510460909234,0.157894736842105,0.340659340659341,0.0202513966480447,0.0245935424776735,0.391787190082645,0.371216897856242,0.29144385026738,0.16793893129771,0.536842105263158,0.565789473684211,0.533512064343164,0.171875,0.0629064791599902,0.351851851851852
1,0.0108512277924729,0.0156523726102521,0.0268994808872109,0.210526315789474,0.417582417582418,0.0259966988318944,0.0212960842683765,0.324380165289256,0.365699873896595,0.135472370766488,0.305343511450382,0.526315789473684,0.578947368421053,0.227882037533512,0.328125,0.055611061888514,0.509259259259259
1,0.0335117572324162,0.0492802193617183,0.0986314299197735,0.305263157894737,0.571428571428571,0.0818626206196039,0.0668193267689489,0.447055785123967,0.414564943253468,0.402852049910873,0.114503816793893,0.631578947368421,0.657894736842105,0.404825737265416,0.3125,0.0923709163571927,0.694444444444444
1,0.00374898464999063,0.00457003579861376,0.0119553248387604,0.147368421052632,0.296703296703297,0.00996698831894363,0.0121364781314403,0.379648760330579,0.397225725094578,0.180035650623886,0.0381679389312977,0.515789473684211,0.697368421052632,0.193029490616622,0.546875,0.115953776839407,0.564814814814815
1,0.0380938495824048,0.0291720618478178,0.0393267264432909,0.515789473684211,0.835164835164835,0.0274568308786186,0.000641172429585528,0.874173553719008,0.697667087011349,0.29144385026738,0.0763358778625954,0.947368421052632,0.973684210526316,0.211796246648794,0.46875,0.201858729051596,0.638888888888889
1,0.0502988773873742,0.0506512301013025,0.0780242252634891,0.547368421052632,0.945054945054945,0.0629126460132047,0.00311426608655828,0.805061983471074,1,0.224598930481283,0.0916030534351145,0.789473684210526,0.907894736842105,0.209115281501341,0.515625,0.177088242501932,0.75
1,0.0189323724824527,0.0271155457384416,0.0383828850086519,0.178947368421053,0.395604395604396,0.053072625698324,0.143943210441951,0.462293388429752,0.564312736443884,0.224598930481283,0.236641221374046,0.715789473684211,0.710526315789474,0.270777479892761,0.171875,0.111184421362188,0.574074074074074
1,0.124841188844688,0.20096732424404,0.366839704263017,0.347368421052632,0.626373626373626,0.310436769933977,0.0221204488207007,0.212293388429752,0.337326607818411,0.224598930481283,0.167328244274809,0.663157894736842,0.684210526315789,0.428954423592493,0.59375,0.0813806624314287,0.574074074074074
1,0.0225355632849437,0.0296290654276792,0.0492370615070002,0.231578947368421,0.516483516483517,0.0234573387506348,0.0237233798946645,0.542871900826446,0.57061790668348,0.135472370766488,0.083969465648855,0.736842105263158,0.855263157894737,0.260053619302949,0.46875,0.10873376439761,0.583333333333333
1,0.0151209047549622,0.0241831061009978,0.0429447852760736,0.4,0.593406593406593,0.0336147790756729,0.0276620105335471,0.335743801652893,0.184426229508197,0.29144385026738,0.158778625954198,0.694736842105263,0.763157894736842,0.284182305630027,0.484375,0.0656399042358663,0.685185185185185
1,0.0114760585674713,0.0160712925584584,0.0147868491426774,0.168421052631579,0.296703296703297,0.0180929405789741,0.00595374398900847,0.34400826446281,0.483921815889029,0.0909090909090909,0.340458015267176,0.736842105263158,0.802631578947368,0.28686327077748,0.15625,0.082266669180161,0.388888888888889
